Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Quorn Crispy Nuggets 476G,(33),5,2.60,"Meat free savoury flavour nuggets, made with mycoprotein, coated in a crispy batter","Mycoprotein (39%), Water, Rehydrated Free Range Egg White, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin & Thiamine), Vegetables Oils (Sunflower, Rapeseed), Salt, Maize Flour, Wheat Starch, Milk Proteins, Textured Wheat Protein (Wheat Protein, Wheat Flour), Natural Flavouring, Raising Agents: Tetrasodium Diphosphate, Sodium Carbonate, Pea Fibre, Firming Agents: Calcium Chloride, Calcium Acetate, Wheat Gluten, Gelling Agent: Pectin, Dextrose",Energy 795kJ ,Energy 795kJ608kJ-190kcal145kcalFat 8.3g6.4gof which saturates 0.8g0.6,https://www.tesco.com/groceries/en-GB/products/281572572
Linda Mccartney 2 Mozzarella Burgers 227G,(58),3.9,2.20,"Seasoned Vegetarian 1/4 LB Burgers Made with Rehydrated Textured Soya Protein, Onion and Mozzarella Cheese.","Rehydrated Textured Soya Protein (64%), Rapeseed Oil, Onion (8%), Mozzarella Cheese (Milk) (8%), Seasoning (Yeast Extract, Malted Barley Extract, Onion Powder, Flavouring, Salt, Garlic Powder), Stabiliser: Methyl Cellulose, Chickpea Flour, Flavouring (Yeast Extract, Salt, Sunflower Oil, Acid: Citric Acid), Garlic Purée, Malted Barley Extract, Onion Powder",Energy (grilled as per instructions) per 100g ,Energy kJ1013992Energy kcal243238Fat 13.8g13.5g(of which saturates)1.9g1.9gCarbohydrate 10.3g1,https://www.tesco.com/groceries/en-GB/products/268163183
Tesco 4 Wild Salmon Fillets 330G,(74),1.9,3.30,"Skinless, deboned wild Alaskan Pacific pink salmon (Oncorhynchus gorbuscha) fillets with a protective ice glaze.",Pink Salmon (Fish).,Energy 442kJ / 105kcal ,Energy442kJ / 105kcal367kJ / 87kcalFat2.2g1.8gSaturates0.5g0.4gCarbohydrate1.2g1.0gSugars0g0gFibre0g0gP,https://www.tesco.com/groceries/en-GB/products/275963204
Birds Eye Petit Pois 1.05Kg,(6),2.3,3.29,Petits Pois,Store in a freezer at -18°C or coolerSee back of pack for best before end date,Energy As Sold 100g Provides: ,Energy - kJ285kJ229kJ- kcal68kcal55kcalFat0.7g0.6g- of which Saturates0.1g<0.1gCarbohydrate7.5g6.0g- of which Sugars4.9g3.9gFiber6.0g4.8gProtein4.9g3.9gSalt<0.01g<0.01gVitamin C16mg 20% NRV#12mg 15%,https://www.tesco.com/groceries/en-GB/products/296118282
Tesco Mixed Fruits 500G,(9),4,2.00,"Blackberries, cherries, strawberries, raspberries, blackcurrants and redcurrants.","INGREDIENTS: Blackberry, Cherry, Strawberry, Raspberry, Blackcurrant, Redcurrant.",Energy 205kJ / 49kcal ,Energy205kJ / 49kcal164kJ / 39kcalFat0.3g0.2gSaturates<0.1g<0.1gCarbohydrate9.0g7.2gSugars6.3g5.0gFibre2.9g2.3gProtein0.7g0.6gSalt<0.01g<0.01gVitami,https://www.tesco.com/groceries/en-GB/products/289706633
Birds Eye 38 Crispy Chicken Dippers 697G,(9),3.2,3.25,"Dippers formed from chopped marinated chicken breast meat, coated in a light batter, lightly fried.","Chicken Breast (50%), Water, Breadcrumbs (Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Salt, Sunflower Oil), Rapeseed Oil, Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Flour (Maize, Rice), Cornflour, Salt, Raising Agents (Diphosphates, Sodium Carbonates), Palm Oil, Lactose (Milk), Natural Flavourings, Wheat Starch",Energy As Sold 100g Provides: ,Energy - kJ1050kJ943kJ- kcal251kcal226kcalFat13g12g- of which Saturates1.7g1.5gCarbohydrate21,https://www.tesco.com/groceries/en-GB/products/300109840
Mccain Home Chips Crinkle Cut 1.6Kg,(38),4.8,3.29,Fore more information see www.mccain.co.uk,"Potato (89%), Sunflower Oil (6%), Batter (Flour (Wheat (with Calcium, Iron, Niacin, Thiamin) Rice, Broad Bean), Dextrin, Starch (Wheat, Potato, Maize), Vegetable Oil (Shea, Coconut), Vegetable Fibre, Turmeric Extract, Colour (Paprika Extract)), Salt",Energy Per 100g Frozen ,Energy kJ613827 kcal146197Fat g6.17.7 of which saturates g0.70.9Carbohydrate g2028 of whic,https://www.tesco.com/groceries/en-GB/products/306503133
Mccain Crinkle Cut Home Chips 1Kg,(21),4.2,2.29,For more information see www.mccain.co.uk,"Potato (89%), Sunflower Oil (6%), Batter (Flour (Wheat (with Calcium, Iron, Niacin, Thiamin) Rice, Broad Bean), Dextrin, Starch (Wheat, Potato, Maize), Vegetable Oil (Shea, Coconut), Vegetable Fibre, Turmeric Extract, Colour (Paprika Extract)), Salt",Energy Per 100g Frozen ,Energy kJ613827Energy kcal146197Fat g6.17.7 of which saturates g0.70.9Carbohydrate g2028 of whic,https://www.tesco.com/groceries/en-GB/products/276037655
Tesco Cooked & Peeled Prawns 300G,(19),2.7,4.00,Cooked and peeled prawns (Pandalus spp) with a protective ice glaze.,"INGREDIENTS: Prawn (Crustacean), Salt.",Energy 295kJ / 70kcal ,Energy295kJ / 70kcal443kJ / 105kcalFat0.9g1.4gSaturates0.2g0.2gCarbohydrate0g0gSugars0g0g,https://www.tesco.com/groceries/en-GB/products/265296387
Mccain Home Chips Lighter Straight 1Kg,(26),4.7,2.29,For more information see www.mccain.co.uk,"Potato (94%), Batter (Flour (Rice, Wheat (with Calcium, Iron, Niacin, Thiamin), Corn), Tapioca Starch, Modified Starches, Salt, Maltodextrin, Stabiliser (Xanthan Gum), Turmeric Extract, Colour (Paprika Extract)), Sunflower Oil (3%)",Energy Per 100g Frozen ,Energy kJ599764 kcal142181Fat g2.83.4 of which saturates g0.30.3Carbohydrate g2633 of whic,https://www.tesco.com/groceries/en-GB/products/306496111
Birds Eye 10 Fish Fingers Omega3 280G,(15),2.3,2.05,"Alaska pollock fillet Fish Fingers, lightly fried.","Alaska Pollock (Fish) (58%), Breadcrumb Coating*, Rapeseed Oil, *Breadcrumb Coating (Wheat Flour, Water, Potato Starch, Salt, Paprika, Fish Oil, Yeast, Turmeric)",Energy As Sold 100g Provides: ,Energy - kJ916kJ1024kJ- kcal218kcal244kcalFat 9.4g10.0g- of which Saturates 0.8g0.8gCarbohydrate 21.0g24.0g- of which Sugars <0.5g<0.5gFibre 0.9g1.0gProtein 12.0g14.0gSalt 0.88g0.99g#Children's nutritional needs differ to those of adults consequently smaller portion sizes may be appropriate--A ser,https://www.tesco.com/groceries/en-GB/products/296117381
The Ice Co. Premium Ice Cubes 1Kg,(4),3.2,1.00,Premium Large Ice Cube,Store in a ***freezer at -18ºC or below. Do not refreeze once thawed.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271366987
Birds Eye Cod Fish Fingers 10 Pack 280G,(27),2.8,3.00,"Cod fillet fish fingers, lightly fried.","Cod (Fish) (58%), Breadcrumb Coating*, Rapeseed Oil, *Breadcrumb Coating (Wheat Flour, Water, Potato Starch, Salt, Paprika, Yeast, Turmeric)",Energy As Sold 100g Provides: ,Energy - kJ918kJ1024kJ- kcal219kcal244kcalFat 9.0g10.0g- of which Saturates 0.6g0.7gCarbohydrate 21.0g24.0g- of which Sugars <0.5g<0.5gFibre 0.9g1.0gProtein 13.0g14.0gSalt 0.72g0.80g#Children's,https://www.tesco.com/groceries/en-GB/products/296117300
Birds Eye 4 Chicken Quarter Pounders 454G,(19),4.2,3.00,"Chicken quarter pounders formed from chopped chicken breast in a rice coating, lightly fried.","Chicken Breast (47%), Rapeseed Oil, Water, Puffed Rice, Breadcrumbs (Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Yeast, Salt), Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Wheat Starch, Salt, Maize Flour, Raising Agents (Diphosphates, Sodium Carbonates), Natural Flavourings, Barley Malt Extract",Energy As Sold 100g Provides: ,Energy - kJ1180kJ1377kJ- kcal283kcal330kcalFat 18g21g- of which Saturates 1.9g2.1gCarbohydrate 18g21g-,https://www.tesco.com/groceries/en-GB/products/274981023
Birds Eye Garden Peas 800G,(10),4.2,2.15,Garden Peas,Store in a freezer at -18°C or coolerSee back of pack for best before end date,Energy As Sold 100g Provides: ,Energy - kJ285kJ229kJ- kcal68kcal55kcalFat0.7g0.6g- of which Saturates0.1g<0.1gCarbohydrate7.5g6.0g- of which Sugars4.9g3.9gFibre6.0g4.8gProtein4.9g3.9gSalt<0.01g<0.01gVitamin C16mg 20% NRV#12mg 15%,https://www.tesco.com/groceries/en-GB/products/296118224
Walls Soft Scoop Vanilla 1800Ml,(61),4.5,2.00,Vanilla flavour ice cream,"Reconstituted skimmed MILK, water, glucose syrup, vegetable oils(palm, coconut), glucose fructose syrup, sugar, whey solids (MILK), emulsifier (mono and diglycerides of fatty acids), stabilisers (tara gum, guar gum, locust bean gum, carrageenan), colours (annatto, curcumin), flavourings",Nan,Energy (kJ)781 kJ344 kJ344 kJ4%Energy (kcal)187 kcal82 kcal82 kcal4%Fat (g)9.1 g4 g4 g6%of which saturates (g)6 g2.6 g2.6 g13%Carbohydrate (g)23 g10 g10 g4%of which sugars (g)21 g9.4 g9.4 g10%Protein (g)3 g1.3 g1.3 g3%Salt (g)0.21 g0.09 g0.09 g2%*% of Reference intak,https://www.tesco.com/groceries/en-GB/products/272638463
Tesco Wholetail Breaded Scampi 280G,(20),2.7,3.00,"Clusters of wholetail scampi (Nephrops norvegicus) pieces with added water, coated in breadcrumbs.","INGREDIENTS: Scampi (Crustacean) (42%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Rapeseed Oil, Yeast, Salt, Stabilisers (Sodium Triphosphate, Potassium Triphosphate).",Energy 855kJ / 204kcal ,Energy855kJ / 204kcal1086kJ / 259kcalFat7.8g9.9gSaturates0.6g0.8gCarbohydrate21.5g27.3gSugars0.8g1.1gFibre2.2g2.8gProtein10.8g13.7gSalt0.8g1.0g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When oven cooked accor,https://www.tesco.com/groceries/en-GB/products/270953414
Tesco Beer Battered Onion Rings 300G,(11),3.5,1.50,Slices of onions coated in a crisp beer batter.,"INGREDIENTS: Onion (43%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Rapeseed Oil, Water, Maize Flour, Beer (Barley), Raising Agents (Sodium Carbonate, Disodium Diphosphate), Dextrose, Salt, Yeast Extract, Yeast, Flavouring, Sugar.",Energy 1189kJ / 284kcal ,Energy1189kJ / 284kcal892kJ / 213kcalFat13.3g10.0gSaturates1.0g0.8gCarbohydrate36.0g27.0gSugars4.6g3.5gFibre0.8g0.6gProtein4.6g3.5gSalt0.5g0.4g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When oven cooked acc,https://www.tesco.com/groceries/en-GB/products/293702447
Tesco Meat Free Vegetarian Mince 454G,(86),3.4,1.75,Beef style mince made from soya protein,"INGREDIENTS: Reconstituted Textured Soya Protein (97%), Water, Salt, Cumin, Soya Bean, Fermented Wheat Flour, Glucose-Fructose Syrup, Vinegar, Black Pepper, Colour (Caramel), Thickener (Xanthan Gum), Flavouring.Reconstituted Textured Soya Protein contains: Water, Soya Flour",Energy 416kJ / 99kcal ,Energy416kJ / 99kcal474kJ / 112kcalFat0.8g0.9gSaturates0.3g0.3gCarbohydrate5.8g6.6gSugars3.0g3.4gFibre4.0g4.6gProtein15.1g17.2gSalt0.2g0.2g* Reference intake of an average adult (84,https://www.tesco.com/groceries/en-GB/products/257974340
Mccain Smiles 454G,(5),4.2,1.79,"Smiles, smiley faces made with real mashed potato","Potatoes (85%), Sunflower Oil (7.1%), Dehydrated Potato, Potato Starch, Salt, White Pepper",Energy Per 100g Frozen ,Energy kJ745810kcal178193Fat g7.17.7 of which saturates g0.70.8Carbohydrate g24.927.3 o,https://www.tesco.com/groceries/en-GB/products/251292418
Tesco 44 Battered Chicken Dippers 1Kg,(10),3.7,Nan,Chopped and shaped chicken breast in a batter coating.,"INGREDIENTS: Chicken Breast (55%), Water, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Rapeseed Oil, Maize Flour, Salt, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate, Ammonium Bicarbonate), Dextrose, Black Pepper Extract.",Energy 1187kJ / 285kcal ,Energy1187kJ / 285kcal926kJ / 222kcalFat17.9g14.0gSaturates2.9g2.2gCarbohydrate17.4g13.6gSugars0.5g0.4gFibre0.8g0.6gProtein13.1g10.2gSalt1.0g0.8g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When cook,https://www.tesco.com/groceries/en-GB/products/289806169
Tesco Crispy Potatoes 750G,(27),4.2,1.20,"Diced potatoes, coated in a lightly seasoned batter.","INGREDIENTS: Potato (94%), Sunflower Oil, Rice Flour, Potato Starch, Dextrin, Salt, Dextrose, Turmeric.",Energy 767kJ / 182kcal ,Energy767kJ / 182kcal852kJ / 202kcalFat4.6g5.1gSaturates0.6g0.6gCarbohydrate29.6g32.9gSugars0.4g0.4gFibre4.5g5.0gProtein3.4g3.8gSalt0.4g0.4g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When co,https://www.tesco.com/groceries/en-GB/products/282059833
Birds Eye 4 Chicken Burgers 200G,(8),3.8,1.65,"Burgers made from chopped chicken breast, coated in blended wholegrain breadcrumbs, lightly fried.","Chicken Breast (46%), Breadcrumbs (Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Wholemeal Wheat Flour (8%), Yeast, Salt, Paprika Extract), Water, Rapeseed Oil, Fortified Wheat Flour (Wheat, Calcium Carbonate, Iron, Niacin, Thiamin), Onion, Salt",Energy As Sold 100g Provides: ,Energy - kJ1016kJ499kJ- kcal243kcal119kcalFat 12g5.9g- of which Saturates 1.4g0.7gCarbohydrate 20.0g9.8g-,https://www.tesco.com/groceries/en-GB/products/264758407
Tesco Broccoli & Cauliflower Floret Mix 900G,(16),3.1,0.89,A mix of broccoli and cauliflower florets.,"INGREDIENTS: Broccoli (50%), Cauliflower (50%).",Energy 140kJ / 33kcal ,Energy140kJ / 33kcal112kJ / 27kcalFat0.7g0.6gSaturates0.2g0.2gCarbohydrate3.0g2.4gSugars2.0g1.6gFibre2.3g1.8gProtein2.6g2.1gSalt<0.01g<0.01gFolic Acid42µg (21%NRV)34µg (17%NRV)* ,https://www.tesco.com/groceries/en-GB/products/282484692
Tesco Stuffed Crust Cheese Pizza 431G,(23),3.6,2.00,"Pizza base with a cheese, mozzarella full fat soft cheese and quark skimmed milk soft cheese blend stuffed crust, topped with tomato sauce, mozzarella full fat soft cheese, Cheddar and red Cheddar cheeses.","INGREDIENTS: Wheat Flour, Water, Tomato Purée, Mozzarella Full Fat Soft Cheese (Milk) (13%), Cheese (Milk) (8%), Cheddar Cheese (Milk) (2.5%), Red Cheddar Cheese (Milk) (contains Colour: Annatto) (2.5%), Quark Skimmed Milk Soft Cheese (Milk) (2.5%), Rapeseed Oil, Maize Starch, Potato Starch, Dextrose, Salt, Yeast, Stabiliser (Methyl Cellulose), Herbs, Sugar, Dried Garlic, White Pepper.",Energy 1060kJ / 252kcal ,Energy1060kJ / 252kcal2290kJ / 544kcalFat8.0g17.3gSaturates5.1g11.0gCarbohydrate31.2g67.4gSugars1.7g3.7gFibre1.8g3.9gProtein12.9g27.9gSalt1.0g2.1g* ,https://www.tesco.com/groceries/en-GB/products/291744331
Mini Milk Ice Cream Lollies 12 X 35Ml,(54),4.9,2.20,"Vanilla flavour milk ice, enriched with calcium","Fresh whole MILK (36%), reconstituted skimmed MILK (34%), sugar, glucose-fructose syrup, whey solids (MILK), glucose syrup, fructose syrup, calcium carbonate, butter oil (MILK) (1%), stabilisers (locust bean gum, guar gum, carrageenan), emulsifier (mono- and diglycerides of fatty acids), flavouring. May contain soy. Gluten free.",Nan,Energy (kJ)579 kJ368 kJ381 kJEnergy (kcal)138 kcal88 kcal91 kcalFat (g)3.3 g2 g2.3 gof which saturates (g)2.1 g1.3 g1.4 gCarbohydrate (g)22 g15 g15 gof which sugars (g)20 g12 g13 gProtein (g)4.4 g2.6 g2.9 gSalt (g)0.18 g0.1 g0.13,https://www.tesco.com/groceries/en-GB/products/256028662
Tesco Cod Fillets 360G,(26),2,3.30,Skinless and boneless cod (Gadus morhua) fillets in a protective ice glaze.,INGREDIENTS: Cod (Fish).,Energy 371kJ / 88kcal ,Energy371kJ / 88kcal234kJ / 55kcalFat1.4g0.9gSaturates0.4g0.3gCarbohydrate0.3g0.2gSugars0.1g0.1gFibre0.5g0.3gProtein18.2g11.5gSalt0.2g0.1g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When co,https://www.tesco.com/groceries/en-GB/products/301882975
Tesco Sliced Mushrooms 500G,(27),3.5,1.05,Sliced mushrooms.,"Important: If food has thawed, do not refreeze. Keep frozen at -18C or cooler. 
",Energy 61kJ / 14kcal ,Energy61kJ / 14kcal48kJ / 12kcalFat0.2g0.2gSaturates0g0gCarbohydrate0.3g0.2gSugars0.3g0.2gFibre0.7g0.6gPr,https://www.tesco.com/groceries/en-GB/products/281976198
Tesco Breaded Onion Rings 750G,(9),3.9,1.25,"Onion rings made from chopped onion and cereal, coated in breadcrumbs and lightly fried","Onion (54%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Rapeseed Oil, Gelling Agent (Sodium Alginate), Salt, Yeast.",Energy 1252kJ / 299kcal ,Energy1252kJ / 299kcal626kJ / 149kcalFat12.9g6.5gSaturates1.0g0.5gCarbohydrate37.9g19.0gSugars5.0g2.5gFibre5.2g2.6gProtein5.2g2.6gSalt0.4g0.2g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When oven cooked ,https://www.tesco.com/groceries/en-GB/products/257218318
Butchers Choice Cooked Chicken Slices 340G,(11),5,1.69,"Skinless and boneless cooked, sliced chicken breast fillets.","INGREDIENTS: Chicken, Corn Starch, Dextrose, Glucose, Salt, Stabiliser (Sodium Triphosphate).",Energy 485kJ / 115kcal ,Energy485kJ / 115kcal330kJ / 78kcalFat1.6g1.1gSaturates0.5g0.3gCarbohydrate1.1g0.8gSugars0.9g0.6gFibre0.5g0.3gProtein23.7g16.1gSalt0.7g0.,https://www.tesco.com/groceries/en-GB/products/302282232
Tesco Neapolitan Chocolate Sandwich 8X90ml,(21),4.7,1.60,"8 Individually wrapped strawberry, vanilla and chocolate flavoured ice creams in biscuit wafers, dipped in a chocolate flavour coating.","INGREDIENTS: Partially Reconstituted Whey Protein Concentrate (Water, Whey Protein Concentrate (Milk)), Reconstituted Skimmed Milk Concentrate (Water, Skimmed Milk Concentrate), Chocolate Flavour Coating (13%)(Coconut Oil, Sugar, Fat Reduced Cocoa Powder, Sunflower Oil, Emulsifier (Soya Lecithins)), Sugar, Coconut Oil, Glucose Syrup, Wafer (3.5%)(Wheat Flour, Sunflower Oil, Caramelised Sugar Syrup, Sugar, Emulsifier (Soya Lecithins), Salt, Raising Agent (Sodium Bicarbonate)), Strawberry Purée (2%), Fat Reduced Cocoa Powder, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Stabilisers (Carob Gum, Guar Gum), Flavouring, Acid (Citric Acid), Beetroot Concentrate (Beetroot), Carrot Concentrate.",Energy 1105kJ / 265kcal ,Energy1105kJ / 265kcal552kJ / 132kcalFat15.9g8.0gSaturates14.1g7.1gCarbohydrate27.0g13.5gSugars21.7g10.9gFibre1.0g0.5,https://www.tesco.com/groceries/en-GB/products/268172926
Tesco Sliced Carrots Peeled & Cut 1Kg,(10),3.8,1.00,Sliced carrots.,INGREDIENTS LIST:Carrot.,Energy 162kJ / 39kcal ,Energy162kJ / 39kcal130kJ / 31kcalFat0.2g0.2gSaturates0.1g<0.1gCarbohydrate7.2g5.8gSugars7.0g5.6gFibre2.8g2.2gProtein0.6g0.5gSalt0.1g0.1gVitamin A1887µg (236%NRV)1510µg (189%NRV)* ,https://www.tesco.com/groceries/en-GB/products/264421725
Tesco Deep Cheese Pizza 386G,(15),4.7,Nan,"A deep pan pizza base with a three cheese blend of mozzarella full fat soft cheese, red Cheddar cheese, Monterey Jack cheese, tomato sauce and oregano.","INGREDIENTS:Wheat Flour, Three Cheese Blend (27%) [Mozzarella Full Fat Soft Cheese (Milk), Red Cheddar Cheese (Milk) (with Colour: Annatto), Monterey Jack Cheese (Milk) in varying proportions], Water, Tomato Purée, Tomato Paste, Yeast, Rapeseed Oil, Maize Starch, Dextrose, Salt, Oregano, Sugar, Black Pepper, Flour Treatment Agent (Ascorbic Acid).",Energy 1155kJ / 275kcal ,Energy1155kJ / 275kcal2056kJ / 490kcalFat10.2g18.2gSaturates4.8g8.5gCarbohydrate32.1g57.1gSugars3.2g5.7gFibre2.2g3.9gProtein12.6g22.4gSalt0.9g1.5g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When co,https://www.tesco.com/groceries/en-GB/products/287317941
Ms. Molly's Assorted Fruit Lollies 8X35ml,(6),4.3,0.85,"Orange, strawberry and lemon flavour ice lollies.",Produced in the U.K.,Energy 294kJ / 69kcal ,Energy294kJ / 69kcal106kJ / 25kcalFat0.2g0.1gSaturates0.1g<0.1gCarbohydrate16.3g5.9gSugars14.5g5.2gFibre0.6g0.,https://www.tesco.com/groceries/en-GB/products/302872830
Tesco Sliced Green Beans 850G,(28),1.9,0.88,Sliced green beans.,"Keep frozen at -18C or cooler. Important: If food has thawed, do not refreeze. 
",Energy 146kJ / 35kcal ,Energy146kJ / 35kcal117kJ / 28kcalFat0.3g0.2gSaturates0.1g<0.1gCarbohydrate3.9g3.1gSugars3.0g2.4gFibre4.1g3.3gProtein2.1g1.7gSalt<0.01g<0.01g* ,https://www.tesco.com/groceries/en-GB/products/282489796
Tesco Milk Chocolate Ice Cream 3X110ml,(10),3.2,1.00,Vanilla flavoured ice cream lollies coated in milk chocolate.,"INGREDIENTS: Partially Reconstituted Skimmed Milk Concentrate, Milk Chocolate (30%) (Sugar, Cocoa Butter, Cocoa Mass, Butteroil (Milk), Dried Skimmed Milk, Whey Powder (Milk), Emulsifiers (Soya Lecithins, Polyglycerol Polyricinoleate)), Glucose Syrup, Coconut Oil, Sugar, Fructose, Whey Powder (Milk), Palm Stearin, Palm Oil, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Flavourings, Stabilisers (Guar Gum, Locust Bean Gum), Palm Kernel Oil, Vanilla Pods, Colour (Carotenes).",Energy 1301kJ / 312kcal ,Energy1301kJ / 312kcal1012kJ / 243kcalFat19.7g15.3gSaturates16.1g12.5gCarbohydrate29.5g23.0gSugars21.4g16.7gFibre0.7g0.,https://www.tesco.com/groceries/en-GB/products/303067941
Growers Harvest Mixed Vegetables 1Kg,(20),3.5,0.79,"A mix of carrots, cauliflower, peas, and broccoli.","INGREDIENTS: Carrot (40%), Cauliflower Florets (30%), Peas, Broccoli.",Energy 187kJ / 45kcal ,Energy187kJ / 45kcal150kJ / 36kcalFat0.8g0.6gSaturates0.2g0.2gCarbohydrate5.4g4.3gSugars3.2g2.6gFibre3.1g2.5gProtein2.4g1.9gSalt0.1g0.1g* ,https://www.tesco.com/groceries/en-GB/products/302282376
Hearty Food Co Potato Croquette 700G,(25),3.9,0.61,Potato croquettes made from mashed potato in a crispy coating.,"INGREDIENTS: Potato (80%), Wheat Flour, Sunflower Oil, Dried Potato, Salt, Maize Starch, Stabilisers (Hydroxypropyl Methyl Cellulose, Disodium Diphosphate), Rice Protein, Whey Powder (Milk), Yeast, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Thickener (Guar Gum, Xanthan Gum), Black Pepper Extract.",Energy 715kJ / 170kcal ,Energy715kJ / 170kcal915kJ / 218kcalFat6.2g7.9gSaturates0.7g0.9gCarbohydrate24.6g31.5gSugars1.2g1.5gFibre2.7g3.5gProtein2.7g3.5gSalt0.5g0.7g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When oven cooked according,https://www.tesco.com/groceries/en-GB/products/299538920
Youngs Gastro 2 Crispy Lemon Basa Fillets 310G,(30),4.3,3.40,Basa Fillets in a Lemon and Herb Tempura Batter,"Basa Fillet (73%) (Fish), Rapeseed Oil, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Water, Gram Flour, Potato Starch, Maltodextrin, Salt, Wheat Gluten, Palm Oil, Lemon Powder, Raising Agents: Diphosphate, Sodium Bicarbonate, Flavouring, Parsley, Basil, Marjoram, Oregano, Thyme",Energy 684kJ ,Energy 684kJ1006kJ8400kJ-163kcal240kcal12%2000kcalFat 6.6g9.7g14%70g(of which saturates)0.9g1.3g6%20gCarbohydrate 9.4g13.8g(of which sugars)0.5g0.7g<1%90gFibre 0.3g0.4gProtein 16.3g24.1gSalt 0.,https://www.tesco.com/groceries/en-GB/products/301810284
Goodfella's Takeaway The Big Cheese 555G,(7),3.1,3.30,"A Stone Baked Pizza Base Topped with Tomato Sauce, Mozzarella and Red and White Cheddar Cheeses.","Wheat Flour, Water, Mozzarella Cheese (19%) (Milk), Tomato Purée, Red Cheddar Cheese (6%) (Milk) (contains Colour: Annatto), Rapeseed Oil, Cheddar Cheese (3%) (Milk), Palm Oil, Yeast, Sugar, Maize Starch, Extra Virgin Olive Oil, Salt, Maize Flour, Garlic Oil (Rapeseed Oil, Garlic Purée, Palm Oil, Salt, Parsley), Rice Flour, Paprika, Flavouring, Yeast Extract, Onion Powder, Cayenne Pepper, White Pepper, Black Pepper, Garlic Powder, Ginger, Oregano, Paprika Extract, Black Pepper Extract, Basil",Energy 1180kJ ,Energy 1180kJ3004kJ36%-282kcal718kcal36%Fat 14g35g50%of which saturates 6.3g16g80%Carbohydrate 26g67g26%of which sugars 3.0g7.6g8%Fibre 2.1g5.3gProtein 13g32g64%Salt 0.77g2g33%Reference intake of an average adult (8400kJ / 2000kcal)---*Reference Intake---**Children's nutritional needs differ to those,https://www.tesco.com/groceries/en-GB/products/282765763
Youngs Scampi 220G,(18),1.6,2.80,Formed Scampi with Added Water Coated in Breadcrumbs,"Scampi (37%) (Crustacean), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Rapeseed Oil, Water, Potato Starch, Wheat Starch, Rice Flour, Wheat Gluten, Modified Maize Starch, Yeast, Salt, Oat Fibre, Raising Agents: Diphosphates, Sodium Bicarbonate, Stabilisers: Sodium Carbonate, Sodium Bicarbonate, Citric Acid, Dextrose, Cornflour, White Pepper",Energy 918kJ ,Energy918kJ966kJ-219kcal230kcalFat9.1g9.6g(of which saturates)0.8g0.8gCarbohydrate2,https://www.tesco.com/groceries/en-GB/products/274663688
Magnum Mini Classic Ice Cream 6 X 55Ml,(58),4.9,3.50,Ice cream with vanilla from Madagascar coated with milk chocolate (33%),"Reconstituted skimmed MILK, sugar, cocoa butter¹, cocoa mass¹, water, coconut oil, glucose syrup, whole MILK powder, glucose-fructose syrup, whey solids (MILK), butter oil (MILK), emulsifiers (SOYBEAN lecithin, E476, E471), exhausted vanilla bean pieces, stabilisers (E407, E410, E412), natural vanilla flavouring¹ (with MILK), flavouring, colour (E160a). May contain: almonds. Gluten free. ¹Rainforest Alliance Certified™",Nan,Energy (kJ)1367 kJ1093 kJ601 kJ7%Energy (kcal)326 kcal261 kcal144 kcal0%Fat (g)20 g16 g9 g13%of which saturates (g)14 g11 g6.1 g31%Carbohydrate (g)31 g25 g14 g5%of which sugars (g)28 g22 g12 g13%Protein (g)3.4 g2.7 g1.5 g3%Salt (g)0.12 g0.1 g0.05 g1%*% of Reference i,https://www.tesco.com/groceries/en-GB/products/299947614
