Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Finest* Triple Chocolate Cookie 4 Pack,(16),4.2,1.50,"4 Chocolate cookies with Belgian white, dark and milk chocolate chunks. Our Cookies are expertly baked for a soft, chewy texture. These are made with generous chunks of creamy white, smooth milk chocolate and intense dark Belgian chocolate for a rich experience.","INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Belgian White Chocolate Chunks (14%) [Sugar, Dried Whole Milk, Cocoa Butter, Emulsifier (Soya Lecithins), Flavouring], Sugar, Brown Sugar, Belgian Dark Chocolate Chunks (10%) [Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (Soya Lecithins), Flavouring], Butter (Milk), Belgian Milk Chocolate Chunks (5%) [Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Emulsifier (Soya Lecithins), Flavouring], Palm Oil, Cocoa Powder, Water, Raising Agents (Disodium Diphosphate, Potassium Carbonates), Rapeseed Oil, Humectant (Glycerol), Glucose-Fructose Syrup, Wheat Fibre, Milk Sugar, Whey Powder (Milk), Invert Sugar, Salt, Flavouring.",Energy 1922kJ / 459kcal ,Energy1922kJ / 459kcal1268kJ / 303kcalFat20.8g13.7gSaturates11.4g7.5gCarbohydrate61.0g40.3gSugars40.9g27.0gFibre2.5g1.,https://www.tesco.com/groceries/en-GB/products/283283133
Tesco Finest 4 All Butter & Cheddar Scones,(27),3,1.50,4 All butter scones with Cornish buttermilk and West country extra mature Cheddar cheese.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Cornish Buttermilk (Milk) (22%), West Country Extra Mature Cheddar Cheese (Milk) (22%), Butter (Milk) (10%), Pasteurised Egg, Sugar, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Salt, White Pepper, Cayenne Pepper. ",Energy 1407kJ / 335kcal ,Energy1407kJ / 335kcal985kJ / 235kcalFat13.8g9.7gSaturates9.0g6.3gCarbohydrate39.4g27.6gSugars3.2g2.2gFibre2.8g2.0,https://www.tesco.com/groceries/en-GB/products/253846631
Mr Kipling French Fancies 8 Pack,(11),3.2,2.20,"Golden Sponge Cakes with a Vanilla Flavour Topping (11%), Covered with Chocolate Flavoured Fondant Icing (19%), Pink Fondant Icing (19%) or Lemon Flavour Fondant Icing (12%).","Icing Sugar, Sugar, Water, Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Glucose Syrup, Vegetable Oils (Palm, Rapeseed, Shea), Vegetable Margarine (Vegetable Oils (Palm, Rapeseed), Water, Salt), Humectant (Vegetable Glycerine), Dried Egg, Milk Proteins, Fat Reduced Cocoa Powder, Dried Egg White, Vegetable Fat (Palm), Whey Powder (Milk), Salt, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Emulsifiers (Mono- and Diglycerides of Fatty Acids, Soya Lecithin), Maize Starch, Preservative (Potassium Sorbate), Flavourings, Colours (Cochineal, Lutein)",Energy 1611kJ ,Energy 1611kJ450kJ-382kcal107kcalFat 9.9g2.8g of which Saturates 4.3g1.2gCarbohydrate 70.2g19.6g of ,https://www.tesco.com/groceries/en-GB/products/254947412
Tesco Wholemeal Deli Rolls 4 Pack,(8),4.1,1.00,4 Wholemeal rolls topped with rolled oats.,"Wholemeal Wheat Flour, Water, Rolled Oats (4%), Palm Oil, Dextrose, Yeast, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Salt, Soya Flour, Rapeseed Oil, Preservative (Calcium Propionate), Emulsifiers (Mono- and Di-Acetyl Tartaric Acid Esters of Mono- and Di-Glycerides of Fatty Acids, Calcium Stearoyl-2-Lactylate), Flour Treatment Agent (Ascorbic Acid).",Energy 1086kJ / 258kcal ,Energy1086kJ / 258kcal706kJ / 168kcalFat5.3g3.4gSaturates2.0g1.3gCarbohydrate38.3g24.9gSugars5.1g3.3gFibre6.7g4.4,https://www.tesco.com/groceries/en-GB/products/299999490
Tesco Crusty White Farmhouse Loaf Sliced 800G,(16),2.6,1.10,Crusty White Farmhouse 800g Sliced,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Yeast, Salt, Dextrose, Palm Oil, Flour Treatment Agent (Ascorbic Acid).",Energy 1089kJ / 257kcal ,Energy1089kJ / 257kcal545kJ / 128kcalFat1.3g0.7gSaturates0.3g0.2gCarbohydrate50.5g25.3gSugars2.7g1.4gFibre2.0g1.,https://www.tesco.com/groceries/en-GB/products/250759508
Schneiderbrot Vollkornbrot Rye Bread 500G,(19),3.8,1.10,Whole Grain Rye Bread,"Grains (Whole Kernel Rye, Whole Grain Rye Flour), Water, Natural Sourdough (Whole Kernel Rye, Water), Salt, Yeast",Nan,"Energy 848 kJ (201 kcal)Fat 1,0 g of which s",https://www.tesco.com/groceries/en-GB/products/258178699
Maple And Pecan Plait 2 Pack,(14),3.7,1.20,2 Pastries with maple syrup filling and pecan nuts.,"INGREDIENTS: Vegetable Margarine [Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Salt, Acidity Regulator (Citric Acid), Flavouring], Wheat Flour [Wheat, Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Sugar, Pecan Nuts (3.5%), Water, Yeast, Pasteurised Egg Yolk, Maple Syrup (1%), Glazing Agent (Isomalt), Cane Sugar Syrup, Stabilisers (Pectin, Calcium Alginate, Tetrasodium Diphosphate, Disodium Phosphate), Modified Potato Starch, Salt, Wheat Gluten, Thickeners (Sodium Alginate, Pectin), Whey Powder (Milk), Flavouring, Dried Skimmed Milk, Coconut Oil, Gelling Agent (Agar), Glucose Syrup, Preservative (Potassium Sorbate), Rapeseed Oil, Acidity Regulator (Citric Acid), Flour Treatment Agent (Ascorbic Acid), Colour (Beta-Carotene), Milk Proteins.",Energy 1907kJ / 457kcal ,Energy1907kJ / 457kcal1545kJ / 370kcalFat28.6g23.2gSaturates11.5g9.3gCarbohydrate43.3g35.0gSugars16.3g13.2gFibre2.0g1.,https://www.tesco.com/groceries/en-GB/products/256943275
Tiger Bloomer 800G,(20),3.4,1.10,Tiger Bloomer 800g,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Yeast, Rapeseed Oil, Salt, Dextrose, Palm Oil, Palm Fat, Flour Treatment Agents (Ascorbic Acid, L-Cysteine), Malted Barley Extract, Stabiliser (Diphosphates).",Energy 1068kJ / 252kcal ,Energy1068kJ / 252kcal534kJ / 126kcalFat1.9g1.0gSaturates0.4g0.2gCarbohydrate48.5g24.3gSugars2.5g1.3gFibre1.7g0.,https://www.tesco.com/groceries/en-GB/products/253078439
Kingsmill 50/50 Vitamin Boost Loaf 750G,(1),5,1.05,Soft White Bread made with 50% Wholemeal Wheat Flour (33% of the baked loaf),"Wheat Flour (33%) (with Calcium, Iron, Niacin (B3) and Thiamin (B1)), Wholemeal Wheat Flour (33%), Water, Yeast, Salt, Vinegar, Calcium Carbonate, Vegetable Oils (Rapeseed, Sustainable Palm), Emulsifier: E472e, Soya Flour, Vitamin and Mineral Premix (Maltodextrin, Niacin, Iron, Vitamin B6, Thiamin, Folic Acid, Vitamin D), Preservative: Calcium Propionate, Flour Treatment Agent: Ascorbic Acid (Vitamin C)",Energy 991kJ ,Energy 991kJ372kJ4%234kcalFat 2.2g0.8g1% of which: saturates 0.4g0.2g1%Carbohydrate 41.9g15.7g6% of which: sugars 3.1g1.2g1%Fibre 4.7g1.8gProtein 9.4g3.5g7%Salt 0.90g0.34g6%Vitamin D 2µg (40% RI†)0.75µg15%Thiamin0.60mg (54% RI†)0.23mg20%Niacin6.4mg (40% RI†)2.4mg15%Vitamin B6 0.60mg (43% RI†)0.23mg16%Folic acid130µg (65% RI†)49µg24%Calcium400mg (50% RI†)150mg19%Iron5.6mg (40% RI†)2.1mg15%Vitamins ,https://www.tesco.com/groceries/en-GB/products/300833097
Hovis Soft White Extra Thick Bread 800G,(7),3.6,0.99,Extra Thick Sliced White Bread,"Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Water, Yeast, Soya Flour, Salt, Preservative: E282, Emulsifiers: E472e, E471, E481, Flour Treatment Agent: Ascorbic Acid",Energy 987kJ ,Energy 987kJ662kJ8%-233kcal156kcalFat 1.7g1.1g2% of which saturates 0.3g0.2g1%Carbohydrate44.6g29.9g12% of which sugars 3.5g2.3g3%Fibre 2.4g1.6gProtein 8.7g5.9g12%Salt 0.90g0.60g,https://www.tesco.com/groceries/en-GB/products/267363266
"Tesco Cranberry, Cashew & Raisin Bloomer",(120),4.7,1.80,"A soft white loaf with sweetened dried cranberries, raisins and cashew nuts.","INGREDIENTS: Wheat Flour, Water, Sweetened Dried Cranberries (9%)(Cranberry, Cane Sugar, Sunflower Oil), Raisins (9%)(Raisins, Sunflower Oil), Wheat Gluten, Pumpkin Seed, Cashew Nut (3.5%), Yeast, Butteroil (Milk), Hazelnut, Almonds, Semolina (Wheat), Salt, Broad Bean Flour, Glucose Syrup, Rapeseed Oil, Milk Proteins, Flour Treatment Agent (Ascorbic Acid), Flavouring.",Energy 869kJ / 206kcal ,Energy869kJ / 206kcal1242kJ / 295kcalFat4.8g6.8gSaturates1.1g1.6gCarbohydrate31.9g45.6gSugars11.1g15.8gFibre2.0g2.9,https://www.tesco.com/groceries/en-GB/products/281684186
Milk Chocolate Cookie 5 Pack,(14),3.1,1.00,A cookie made with milk chocolate chunks.,"INGREDIENTS: Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Milk Chocolate Chunks (19%)(Sugar, Cocoa Butter, Cocoa Mass, Dried Whole Milk, Whey Powder (Milk), Emulsifier (Soya Lecithins)), Palm Oil, Rapeseed Oil, Maltodextrin, Water, Invert Sugar Syrup, Coconut Oil, Whey Powder (Milk), Humectant (Glycerol), Raising Agents (Sodium Carbonates, Disodium Diphosphate), Molasses, Flavouring, Emulsifier (Mono- and Di-Glycerides of Fatty Acids).",Energy 861kJ / 205kcal ,Energy861kJ / 205kcal2003kJ / 478kcalFat9.1g21.2gSaturates3.9g9.2gCarbohydrate28.7g66.8gSugars13.4g31.1gFibre0.2g0.,https://www.tesco.com/groceries/en-GB/products/276131923
Cinnamon Swirl 2 Pack,(10),2.4,1.20,"2 pastry swirls with a cinnamon filling, topped with icing drizzle.","INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Vegetable Margarine [Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Salt, Acidity Regulator (Citric Acid), Flavouring], Sugar, Water, Fondant [Sugar, Dried Glucose Syrup], Yeast, Pasteurised Egg Yolk, Cinnamon, Sugar Syrup, Glazing Agent (Isomalt), Modified Potato Starch, Cane Sugar Syrup, Salt, Whey Powder (Milk), Wheat Gluten, Dried Skimmed Milk, Coconut Oil, Gelling Agent (Agar), Stabilisers (Calcium Alginate, Tetrasodium Diphosphate, Disodium Phosphate), Glucose Syrup, Preservative (Potassium Sorbate), Acidity Regulator (Citric Acid), Flavouring, Flour Treatment Agent (Ascorbic Acid), Colour (Beta-Carotene), Milk Proteins.Fonddant Icing contains: Sugar, Water, Dried Glucose Syrup.",Energy 1792kJ / 429kcal ,Energy1792kJ / 429kcal1380kJ / 330kcalFat23.4g18.0gSaturates10.3g7.9gCarbohydrate47.5g36.6gSugars17.0g13.1gFibre2.0g1.5,https://www.tesco.com/groceries/en-GB/products/256943223
Mr Kipling Apple & Blackcurrant Pies 6 Pack,(8),4,1.80,Shortcrust Pastry Cases with a Bramley Apple and Blackcurrant Filling (45%).,"Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Sugar, Vegetable Oils (Palm, Rapeseed), Glucose Syrup, Diced Bramley Apple, Bramley Apple Purée, Blackcurrants, Dextrose, Concentrated Blackcurrant Purée, Modified Maize Starch, Humectant (Vegetable Glycerine), Salt, Acids (Malic Acid, Citric Acid), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Preservatives (Potassium Sorbate, Sodium Metabisulphite (Sulphites), Sulphur Dioxide)",Energy 1521kJ ,Energy1521kJ903kJ-362kcal215kcalFat13.3g7.9g of which Saturates4.5g2.7gCarbohydrate56.3g33.4,https://www.tesco.com/groceries/en-GB/products/254948250
Warburtons Milk Roll Sliced White Bread 400G,(9),4.6,0.90,Sliced White Milk Bread,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Dried Skimmed Milk Powder (2%), Sweet Cream Salted Butter (from Milk) (1%), Yeast, Salt, Vegetable Oil (Rapeseed, Sustainable Palm), Soya Flour, Preservative: Calcium Propionate, Flour Treatment Agent: Ascorbic Acid (Vitamin C)",Energy 1042kJ ,Energy 1042kJ192kJ8400kJ-248kcal46kcal2000kcalFat 2.8g0.5g70g of which saturates 1.3g0.2g20gCarbohydrate 45.0g8.3g260g of which sugars 4.0g0.7g90gFibre 2.4g0.4gProtein 9.4g1.7g50gSalt 1,https://www.tesco.com/groceries/en-GB/products/254942734
Tesco Walnut Cake,(14),3.1,1.25,Walnut cake filled with vanilla flavour frosting.,"INGREDIENTS: Sugar, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Vanilla Flavour Frosting (11%) [Sugar, Palm Oil, Glucose Syrup, Water, Rapeseed Oil, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Flavouring, Rice Starch, Colours (Beta-Carotene, Plain Caramel), Acidity Regulator (Citric Acid)], Pasteurised Egg, Walnuts (6%), Palm Oil, Water, Humectant (Glycerine), Pasteurised Egg White, Whey Powder (Milk), Glucose Syrup, Rapeseed Oil, Dried Glucose Syrup, Milk Proteins, Maize Starch, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Preservative (Potassium Sorbate).",Energy 1667kJ / 397kcal ,Energy1667kJ / 397kcal698kJ / 166kcalFat16.6g7.0gSaturates5.5g2.3gCarbohydrate55.4g23.2gSugars33.6g14.1gFibre1.1g0.,https://www.tesco.com/groceries/en-GB/products/254947124
Blueberry Muffins 4 Pack,(18),2.5,1.20,Soft & Fluffy - Full of Blueberries and oven baked for a fruity muffin. Blueberry flavoured muffins with blueberries.,"INGREDIENTS LIST:Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Sugar, Rapeseed Oil, Blueberry (13%), Water, Pasteurised Egg, Modified Maize Starch, Whey Powder (Milk), Raising Agents (Disodium Diphosphate, Potassium Bicarbonate), Milk Proteins, Natural Blueberry Flavouring, Emulsifier (Soya Lecithins), Salt.",Energy 1537kJ / 367kcal ,Energy1537kJ / 367kcal1153kJ / 275kcalFat15.5g11.6gSaturates1.5g1.1gCarbohydrate51.7g38.7gSugars28.6g21.5gFibre2.1g1.5,https://www.tesco.com/groceries/en-GB/products/286865327
Hovis Original Granary Bread 400G,(2),4,0.95,Original Thick Sliced Brown Bread with added Malted Wheat Flakes,"Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Water, Original Granary Blend (Granary Malted Wheat Flakes (11%), Malted Barley Flour), Yeast, Wheat Protein, Salt, Vinegar, Soya Flour, Granulated Sugar, Barley Flour, Emulsifier: E472e, Caramelised Sugar, Barley Fibre, Flour Treatment Agent: Ascorbic Acid",Energy 1081kJ ,Energy 1081kJ357kJ4%-256kcal84kcalFat 2.4g0.8g1% of which saturates 0.7g0.2g1%Carbohydrate 46.4g15.3g6% of which sugars 3.4g1.1g1%Fibre 3.7g1.2gProtein 10.3g3.4g7%Salt 1.03g0.34g6%Vita,https://www.tesco.com/groceries/en-GB/products/259747508
Hovis Seven Seeds Original 400G,(5),4.2,0.95,Multiseeded Sliced Bread,"Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Water, Seed Mix (13%) (contains: Toasted Brown Linseed, Toasted Sunflower Seeds, Millet, Pumpkin Seeds, Sunflower Seeds, Golden Linseed, Poppy Seeds), Wheat Protein, Yeast, Salt, Soya Flour, Malted Barley Flour, Granulated Sugar, Barley Flour, Preservative: E282, Emulsifier: E472e, Caramelised Sugar, Barley Fibre, Flour Treatment Agent: Ascorbic Acid",Energy 1171kJ ,Energy 1171kJ386kJ5%-278kcal92kcalFat 6.6g2.2g3% of which saturates 0.6g0.2g1%Carbohydrate 42.0g13.9g5% of which sugars 3.8g1.3g1%Fibre 5.3g1.7gProtein 10.0g3.3g7%Salt 0.88g0.29g5%Omega 3 (ALA)2.12g0,https://www.tesco.com/groceries/en-GB/products/287424635
Mr Kipling Country Slices 6 Pack,(7),3,1.00,"Delicately Spiced Sponged Baked with Sultanas (12%) and Currants (6%), Topped with Nibs of Sugar.","Sugar, Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Vegetable Oils (Rapeseed, Palm), Sultanas, Water, Glucose Syrup, Currants, Humectant (Vegetable Glycerine), Dried Egg White, Whey Powder (Milk), Tapioca Starch, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Emulsifiers (Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids), Ground Mixed Spice (Cassia, Coriander, Caraway, Nutmeg, Cloves, Ginger), Stabiliser (Xanthan Gum), Preservative (Potassium Sorbate), Soya Flour, Milk Proteins, Flavouring",Energy 1676kJ ,Energy 1676kJ441kJ-400kcal105kcalFat 17.1g4.5g of which Saturates 3.1g0.8gCarbohydrate 56.7g14.9g of,https://www.tesco.com/groceries/en-GB/products/254947389
Mr Kipling Bakewell Slice 6 Pack,(5),3.6,1.00,"Pastry Base Layered with Plum and Raspberry Jam (12%) and Almond Flavoured Sponge, Topped with Decorated Fondant Icing (24%).","Wheat Flour (with Added Calcium, Iron, Niacin, Thiamin), Sugar, Vegetable Oils (Palm, Rapeseed), Plum and Raspberry Jam (Glucose - Fructose Syrup, Plum Purée, Sugar, Raspberry Purée, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Colour (Anthocyanins), Preservative (Potassium Sorbate), Flavouring), Glucose Syrup, Water, Soya Flour, Whey Powder (Milk), Ground Rice, Invert Sugar Syrup, Humectant (Vegetable Glycerine), Vegetable Fats (Palm, Rapeseed, Shea, Sunflower in varying proportions), Skimmed Milk Powder, Dried Egg White, Ground Almonds, Salt, Emulsifiers (Sorbitan Monostearate, Soya Lecithin, Polysorbate 60), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Fat Reduced Cocoa Powder, Milk Proteins, Flavourings, Stabiliser (Sorbitan Tristearate), Preservative (Potassium Sorbate), Colour (Lutein)",Energy 1735kJ ,Energy1735kJ613kJ-414kcal146kcalFat17.6g6.2g of which Saturates7.9g2.8gCarbohydrate59.2g20.9g,https://www.tesco.com/groceries/en-GB/products/254947337
Warburtons Potato Cakes 6 Pack,(6),2.3,0.80,6 Potato Cakes,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Dehydrated Potato Flakes (18%), Margarine [Vegetable Oil (Sustainable Palm, Rapeseed), Water, Salt, Emulsifier: E471; Flavouring, Colours: E100, E160b], Raising Agents: E450, E500, Salt, Preservative: Calcium Propionate, Acid: Citric Acid, Flour Treatment Agent: Ascorbic Acid (Vitamin C)",Energy 1147kJ ,Energy1147kJ614kJ8400kJ-273kcal146kcal2000kcalFat10.4g5.6g70g of which saturates3.8g2.0g20g,https://www.tesco.com/groceries/en-GB/products/251250935
H.W. Nevills Sultana Scones 10 Pack,(20),3.6,0.49,10 Sultana scones.,"INGREDIENTS:Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Sugar, Sultanas (10%), Palm Oil, Rapeseed Oil, Whey Powder (Milk), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Pasteurised Egg, Preservative (Potassium Sorbate), Emulsifier (Mono- and Di-Glycerides of Fatty Acids).",Energy 611kJ / 145kcal ,Energy611kJ / 145kcal1491kJ / 354kcalFat3.5g8.6gSaturates1.3g3.1gCarbohydrate24.8g60.5gSugars6.0g14.6gFibre1.3g3.,https://www.tesco.com/groceries/en-GB/products/299847214
St Pierre 6 Brioche Hot Dog 270G,(30),4.6,2.00,6 Pre-Cut Brioche Hot Dog Rolls,"The Queen's Awards for Enterprise: International Trade 2019
Awarded to Carrs Foods International",Nan,Energy 1415kJ637kJ-336kcal151kcal8%Fat 9.9g4.5g6% of which saturates 2.5g1.1g6%Carbohydrate 51.2g23.0g of which sugars 13.4g6.0g7%Fibre 2.3g1.0gProtein 9.4g4.2gSalt ,https://www.tesco.com/groceries/en-GB/products/291481606
Genius Gluten Free Triple Seeded Farmhouse Loaf 535G,(7),3.4,2.50,Gluten Free White Seeded Sliced Bread,"Starches (Maize, Potato, Tapioca), Water, Mixed Seeds (11%) (Sunflower, Brown Linseeds, Millet, Poppy), Rapeseed Oil, Humectant (Vegetable Glycerol), Psyllium Husk, Yeast, Stabilisers (Hydroxypropyl Methyl Cellulose, Xanthan Gum), Golden Flaxseed, Free Range Dried Egg White, Rice Flour, Dextrose, Iodised Salt (Salt, Potassium Iodate), Fermented Maize Starch, Partially Inverted Sugar Syrup, Vitamins & Minerals: Calcium Carbonate, Niacin, Iron, Riboflavin, Thiamine, Folic Acid",Nan,Energy 1222kJ440kJ5%291kcalFat 8.7g3.1g4% of which saturates 0.8g0.3g1%Carbohydrate 45g16g6% of which sugars 1.1g0.4g0%Fibre 8.0g2.9gProtein 3.8g1.4g3%Salt 0.71g0.26g4%Vitamins & Minerals% RI* per 100gThiamin (B1) 0.3mg0.1mg30%Riboflavin (B2) 0.3mg0.1mg23%Niacin 3.2mg1.2mg20%Folic Acid 62.3µg22.4µg31%Calcium 195.7mg70.5mg24%Iron 3.6mg1.3mg26%*R,https://www.tesco.com/groceries/en-GB/products/291066839
Tesco Finest Chocolate Cake,(34),3.9,2.75,Chocolate sponge cake filled and topped with Belgian milk chocolate ganache buttercream and decorated with Belgian white and dark chocolate curls.,"INGREDIENTS: Sugar, Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Rapeseed Oil, Egg, Butter (Milk), Glucose Syrup, Fat Reduced Cocoa Powder, Humectant (Glycerol), Water, Belgian Marbled Chocolate Curls [Sugar, Cocoa Butter, Cocoa Mass, Dried Whole Milk, Whey Powder (Milk), Milk Sugar, Butteroil (Milk), Emulsifiers (Soya Lecithins), Flavouring], Belgian Milk Chocolate [Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Whey Powder (Milk), Emulsifier (Soya Lecithins), Flavouring], Egg White, Milk, Whipping Cream (Milk), Cornflour, Wheat Starch, Invert Sugar Syrup, Raising Agents (Disodium Diphosphate, Sodium Carbonate), Preservative (Potassium Sorbate), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids), Salt, Flavouring.",Energy 1693kJ / 405kcal ,Energy1693kJ / 405kcal1151kJ / 275kcalFat20.4g13.9gSaturates5.8g3.9gCarbohydrate49.9g33.9gSugars29.0g19.7gFibre2.1g1.,https://www.tesco.com/groceries/en-GB/products/253018385
Tesco Finest Coffee & Walnut Cake Each,(28),4.4,2.75,Coffee sponge cake filled and topped with Brazilian coffee buttercream and decorated with walnut pieces.,"INGREDIENTS:Brazilian Coffee Buttercream (29%)[Sugar, Butter (Milk), Water, Glucose Syrup, Coffee Powder*, Invert Sugar Syrup, Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids)], Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Dark Brown Sugar, Rapeseed Oil, Pasteurised Egg, Sugar, Walnuts (3.5%), Milk, Humectant (Glycerol), Palm Oil, Pasteurised Egg White, Cornflour, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Coffee Powder*, Salt.*Rainforest Alliance Certified TM",Energy 1819kJ / 435kcal ,Energy1819kJ / 435kcal1237kJ / 296kcalFat22.0g15.0gSaturates6.6g4.5gCarbohydrate55.1g37.5gSugars34.9g23.7gFibre0.7g0.,https://www.tesco.com/groceries/en-GB/products/253140037
Kingsmill 50/50 No Crusts Bread 400G,(6),4.5,1.40,Crustless Soft White Bread made with 50% Wholemeal Wheat Flour (36% of the baked loaf),"Wheat Flour (with Calcium, Iron, Niacin (B3) and Thiamin (B1)) (36%), Wholemeal Wheat Flour (36%), Water, Yeast, Fermented Wheat Flour, Salt, Soya Flour, Emulsifiers: E471, E472e, Vegetable Oils (Rapeseed, Sustainable Palm), Vinegar, Flour Treatment Agent: Ascorbic Acid (Vitamin C)",Energy 212 kcal ,Energy 895 kJ197 kJ2%Energy212 kcal47 kcal2%Fat1.8 g0.4 g<1%of which: saturates0.5 g0.1 g<1%Carbohydrate38.5 g8.5 g3%of which: sugars2.9 g0.6 g<1%Fibre4.3 g0.9 gPro,https://www.tesco.com/groceries/en-GB/products/260630288
Tesco Garlic & Parsley Flatbread 210G,(3),3.7,1.25,Flatbread topped with garlic and parsley spread.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Garlic and Parsley Spread (9%) [Palm Oil, Rapeseed Oil, Garlic Purée, Water, Butter (Milk), Salt, Parsley, Concentrated Lemon Juice, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Flavouring, Colour (Beta-Carotene)], Durum Wheat Semolina, Fermented Wheat Flour, Rapeseed Oil, Sugar, Salt, Malt Vinegar (Barley), Yeast, Parsley.",Energy 600kJ / 142kcal ,Energy600kJ / 142kcal1201kJ / 285kcalFat3.6g7.1gSaturates1.0g2.0gCarbohydrate22.5g45.0gSugars1.7g3.3gFibre1.4g2.8gProtein4.5g8.9gSalt0.5g1.0g* ,https://www.tesco.com/groceries/en-GB/products/252109688
Weight Watchers Wholemeal Wraps 6 Pack,(10),2,1.40,6 Wholemeal Wraps,"Wholemeal Wheat Flour, Water, Wheat Fibre, Glycerine, Raising Agents: Sodium Bicarbonate, Disodium Diphosphate, Rapeseed Oil, Emulsifier: Mono and Diglycerides of Fatty Acids, Acidity Regulator: Citric Acid, Wheat Starch",Energy Per 100g ,Energy (kJ/kcal)997kJ499kJ8400kJ-236kcal118kcal2000kcal6%Fat1.5g0.8g70g1%(of which Saturates) 0.6g0.3g20g2%Carbohydrate,https://www.tesco.com/groceries/en-GB/products/302471665
Tesco Cheese & Tomato Flatbread 225G,(5),4.2,1.25,Flatbread topped with tomato sauce and extra mature Cheddar cheese.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Extra Mature Cheddar Cheese (Milk) (8%), Tomato Sauce (6%) [Tomato Paste, Water, Tomato, Onion, Cornflour, Sugar, Rapeseed Oil, Salt, Acidity Regulator (Citric Acid), Garlic Purée, Black Pepper, Preservative (Potassium Sorbate)], Durum Wheat Semolina, Fermented Wheat Flour, Rapeseed Oil, Sugar, Salt, Malt Vinegar (Barley), Yeast.",Energy 1187kJ / 282kcal ,Energy1187kJ / 282kcal641kJ / 152kcalFat7.0g3.8gSaturates2.6g1.4gCarbohydrate43.4g23.4gSugars2.7g1.5gFibre1.9g1.0gProtein10.3g5.5gSalt1.2g0.6g* ,https://www.tesco.com/groceries/en-GB/products/252109642
